Name,Link,Phone No,Contact Address
The Protection and Development Union of Izmir Bird Paradise ,http://www.izmirkuscenneti.gov.tr/,"",Akdeniz Mah. Halit Ziya Bulvarı 1353 Sok. No:1 Kat:6 D:603 Konak/İZMİR İzmir Turkey
The Regency Hotel,http://www.theregencykuwait.com,+965 96525766666  (p),"P.o. Box 1139, Al Bidaa, Al Twaoon Street, Salmiya 22012 Kuwait 1139 Kuwait"
The Residence Maldives - Cenizaro Hotels & Resorts,http://cenizaro.com/theresidence/maldives-fm/about,+960 6820088  (p) +960 6820011  (f),"Falhumaafushi, Gaafu Alifu Atoll Gafu Alifu Atoll Maldives"
The Resort at Pelican Hill,http://www.pelicanhill.com,+1 9494675909  (p),22701 Pelican Hill Road South Newport Coast California 92657 United States
"The Ritz-Carlton Abu Dhabi, Grand Canal",http://www.ritzcarlton.com/en/hotels/uae/abu-dhabi,+971 28188888  (p),PO Box 91888 Khor Al Maqta’a Abu Dhabi United Arab Emirates
The Ritz-Carlton Hotel Company,http://www.ritzcarlton.com,+971 43186212  (p),Dubai Global Sales Office PO Box 26525 Dubai United Arab Emirates
"The Ritz-Carlton Hotel Company, Caribbean & Mexico",http://www.ritzcarlton.com/en/hotels/caribbean,+1 786-442-8620  (p),"P.O. Box 330867, Miami, Florida Florida United States"
"The Ritz-Carlton Hotels, Qatar",http://www.ritzcarlton.com/Doha; www.ritzcarlton.com/SharqVillage,+974 4484 8000  (p),"The Ritz-Carlton, Doha, PO Box 23400, West Bay Lagoon Sharq Village & Spa, PO Box 26662, Ras Abu Aboud Doha Qatar"
THE RITZ-CARLTON KUALA LUMPUR,http://www.ritzcarlton.com/,+60 +60 3-2142 8000  (p),JALAN IMBI KUALA LUMPUR Malaysia
"The Ritz-Carlton Millenia, Singapore",http://www.ritzcarlton.com,+65 6 337 8888  (p),7 Raffles Avenue Singapore 039799 Singapore
"The Ritz-Carlton Orlando, Grande Lakes",http://www.ritzcarlton.com/orlando,+1 4072062400  (p),"4012 Central Florida Parkway, Orlando, Florida 32837 Orlando United States"
"The Ritz-Carlton, Almaty",http://www.ritzcarlton.com/en/hotels/kazakhstan/almaty,+7 727 332 8888  (p) +7 727 332 8877  (f),"Esentai Tower, 77/7 Al-Farabi Avenue, Almaty 050040 Kazakhstan Almaty Kazakhstan"
"The Ritz-Carlton, Bahrain",http://www.ritzcarlton.com/en/hotels/middle-east/bahrain,+973 17580000  (p),"Building 112, Road 40, Block 428, King Mohammed VI Avenue – Al Seef District, 428 Manama Bahrain Manama Bahrain"
"The Ritz-Carlton, Berlin",http://www.ritzcarlton.com,+49 30 33 7777  (p),"Potsdamer Platz 3, 10785 Berlin, Germany Berlin Germany"
"The Ritz-Carlton, Budapest",http://www.ritzcarlton.com,+36 142 9 5500  (p) +36 14295500  (f),"Erzsebet Ter 9-10, Budapest 1051 Hungary Budapest Hungary"
"The Ritz-Carlton, Doha",http://www.ritzcarlton.com/en/hotels/qatar/doha,+974 44848000  (p),"P.O. Box 23400, West Bay Lagoon Doha Qatar"
"The Ritz-Carlton, Dubai",http://www.ritzcarlton.com/en/hotels/dubai/dubai-beach,+971 43186719  (p) +971 43994001  (f),"The Ritz-Carlton, Dubai P.O Box 26525 Dubai, United Arab Em Dubai 26525 United Arab Emirates"
"The Ritz-Carlton, Dubai",http://www.ritzcarlton.com/en/hotels/dubai/dubai-beach,+971 4 399 4000  (p) +971 4 399 4001  (f),P.O. Box 26525 Dubai United Arab Emirates Dubai United Arab Emirates
"The Ritz-Carlton, Dubai International Financial Centre",http://www.ritzcarlton.com/dubaiifc ,+971 43722222  (p) +971 43722020  (f),"Gate Village, DIFC, Dubai Sheikh Zayed Road Dubai PO Box 482 United Arab Emirates"
"The Ritz-Carlton, Grand Cayman",http://www.ritzcarlton.com,+1 345 943 9000  (p),"PO Box 32348 KY1-1209, Seven Mile Beach Grand Cayman Cayman Islands"
"The Ritz-Carlton, Istanbul",http://www.ritzcarlton.com/istanbul,+90 212 334 4444  (p),"Suzer Plaza, Askerocagi Caddesi, No:6, 34367 Sisli Turkey Istanbul 34367 Turkey"
"The Ritz-Carlton, Jeddah",http://www.ritzcarlton.com,+966 54 042 2997  (p),P.O.BOX13344 Al Hamra District Al Cornich Road Jeddah 21493 Saudi Arabia
"The Ritz-Carlton, Kyoto",http://www.ritzcarlton.com,+81 757465555  (p) +81 757465501  (f),Kamogawa Nijo-Ohashi Hotori Nakagyo-ku Kyoto 604-0902 Japan
"The Ritz-Carlton, Moscow",http://www.ritzcarlton.com/moscow,+7 495 225 8888  (p),"Tverskaya Street 3, Moscow 125009 Russia Moscow Russian Federation"
"The Ritz-Carlton, Riyadh",http://www.ritzcarlton.com,+966 11 802 8020  (p),"AlHada Area, Mekkah Road, Riyadh Kingdom of Saudi Arabia Riyadh Saudi Arabia"
"The Ritz-Carlton, Tokyo",http://www.ritzcarlton.com/en/hotels/japan/tokyo,+81 3 3423 8000  (p),"Tokyo Midtown, 9-7-1, Akasaka, Minato-ku, Tokyo 107-6245 Japan Tokyo Japan"
"The Ritz-Carlton, Vienna",http://www.ritzcarlton.com/vienna,+43 43131188  (p),Schubertring 5-7 Vienna 1010 Austria
THE SAUJANA HOTEL KUALA LUMPUR,http://www.shr.my/the-saujana-hotel/,+60 +60 3-7843 1234  (p) +60 +60 3-7846 3008  (f),Jalan Lapangan Terbang SAAS Shah Alam 40150 Malaysia
"The Savoy, a Fairmont Managed Hotel",http://www.the-savoy.com,+44 (0)20 7836 4343  (p) +44 (0)20 7240 6040  (f),Strand London WC2R 0EU United Kingdom
"The Seminyak Beach, Resort, and Spa ",http://www.theseminyak.com,+62 361730814  (p) +62 361730815  (f),"Jl. Kayu Aya, Seminyak Beach, Bali Seminyak 80361 Indonesia"
The Smallville Hotel,http://www.thesmallvillehotelbeirut.com/,+961 1619999  (p) +961 1397697  (f),"Damascus Road, Museum District Beirut Lebanon"
The Spires Serviced Apartments UK Ltd,http://www.thespires.co.uk,+44 8452700090  (p) +44 1224310092  (f),531 Great Western Road Aberdeen United Kingdom
"The St Regis Dubai, W Dubai & Westin Dubai",http://alhabtoorcity.com/,+971 44355555  (p),Dubai Dubai United Arab Emirates
The St Regis New York,http://www.stregisnewyork.com,+1 12127534500  (p) +1 12127873447  (f),The St. Regis New York 2 East 55th Street at Fifth Avenue New York New York 10022 United States
"The St Regis Rome, The Westin Excelsior Rome & Sheraton Roma Hotel & Conference Center ",http://www.westinrome.com/,+39 06 47081  (p) +39 064745820  (f),Via Vittorio Veneto 125 Rome 00187 Italy
The St. Regis Abu Dhabi,http://www.stregisabudhabi.com,"","Nation Towers, Corniche Abu Dhabi United Arab Emirates"
The St. Regis Bali Resort,http://www.stregisbali.com/,+62 3618478111  (p) +62 3618478108  (f),"Kawasan Pariwisata, Nusa Dua, Lot S6, PO Box 44, Nusa Dua, IDB, 80363, Indonesia Bali 80363 Indonesia"
The St. Regis Istanbul,http://www.thestregisistanbul.com/,+90 212 368 0000  (p) +90 212 368 0068  (f),"Mim Kemal Oke Cad No 35, Nisantasi Sisli Istanbul 34367 Turkey"
The St. Regis Langkawi &The St. Regis Kuala Lumpur,,+60 327271111  (p) +60 327271112  (f),Jalan Stesen Sentral 2 Kuala Lumpur 50470 Malaysia
The St. Regis Maldives Vommuli Resort,http://www.starwoodhotels.com/stregis,"",Maldives Maldives Maldives
The St. Regis Singapore,http://www.stregissingapore.com,+65 65066888  (p) +65 65066718  (f),29 Tanglin Road Singapore 247911 Singapore
The Stafford London ,http://www.thestaffordlondon.com,+44 442074930111  (p) +44 44442074930111  (f),The Stafford Hotel- London 16-18 St. James's Place London SW1A 1NJ United Kingdom
The SunLux Collection by Sun International,http://suninternational.com,+27 117807528  (p) +27 117807918  (f),6 Sandown Valley Cresecent Sandown Sandton Johannesburg Gauteng 2146 South Africa
The Tamara Coorg,http://www.thetamara.com/,+91 8071077700  (p),"Kabbinakad Estate, Napoklu Nad ,Madikeri Taluk, Yevakapadi Coorg Karnataka 571212 India"
THE TORCH DOHA,http://www.thetorchdoha.com,+974 97444465663  (p) +974 97444465661  (f),Al Waab St. Aspire Zone P.O. Box 23833 Doha 23833 Qatar
The Tour,,+994 125103795  (p) +994 125101748  (f),64/66 A. Jamil str Baku Azerbaijan
The Travancore Heritage,http://www.thetravancoreheritage.com/,+91 4713939100  (p),"Chowara Post, Kottukal Thiruvananthapuram Kerala 695501 India"
The Travel Club,http://www.the-travelclub.com/,+961 1 428999  (p) +961 1 428014  (f),"Adlieh, Pearl Bldg , Corniche Pierre El Gemayel P.O Box 165712 Beirut Lebanon"
The Travel Collection,http://www.ttc.ae,+971 43387338  (p),P O Box 57043 Dubai Select 57043 United Arab Emirates
The Travelbook Group,http://www.travelbookgroup.com/,+44 2392599472  (p) +44 2392940276  (f),5 London Road The Club House Horndean Hampshire PO8 0BN United Kingdom
THE TRAVELLER MALAYSIA,http://www.thetraveller.com.my,+60 7957 7773  (p) +60 79553775  (f),"No.17 JALAN 8 / 1D , PETALING JAYA SELANGOR 46050 Malaysia"
The Tree of LIfe Medical Spa Resort,http://treeoflife.cz/en,+420 420728642573  (p),Lazenska 165 Lazne Belohrad 50781 Czech Republic
The Ultimate Travelling Camp ,http://www.tutc.com,+91 8010902222  (p) +91 -  (f),"Suite # 32 & 33, III Floor H-Block , Indra Palace Connaught Circus New Delhi - 110001 India"
THE VIEW Lugano,http://www.theviewlugano.com,+41 912100000  (p) +41 912100009  (f),Via Guidino 29 Lugano-Paradiso Ticino 6900 Switzerland
The Vision Destination Management,http://www.thevisionme.com,+971 42942290  (p) +971 42942291  (f),Al Serkal Building 2 Suite 602 Airport road Dubai UAE 55567 United Arab Emirates
The Wellesley ,http://www.thewellesley.co.uk,+44 77 8839 1102  (p),11 Knightsbridge London SW1X 7LY United Kingdom
The Western Gatz,http://www.rameehotelsindia.com,+91 9845013333  (p),"NRT Main Rd, NRT Nagar, Theni, Tamil Nadu 625531, India Theni India"
The Westin / Le Méridien Bahrain City Centre,,+973 38885896  (p),Sheikh Khalifa Bin Salman Highway Seef District Manama Bahrain
The Westin Doha Hotel & Spa,http://www.westindoha.com/,+974 4492 1555  (p),"PO Box 39474, Salwa Road, Fereej Bin Mahmoud, Zone 23 Doha Qatar"
The Westin Doha Hotel & Spa,http://www.westindoha.com/,+974 4492 1555  (p),Salwa Road Fereej Bin Mahmoud Zone 23 Doha Qatar
The Westin Dubai Mina Seyahi & Le Meridien Mina Seyahi Beach Resort & Marina,http://www.westinminaseyahi.com/,+971 43994141  (p),The Westin Dubai Mina Seyahi Dubai 213084 United Arab Emirates
The Westin Grande Sukhumvit,http://www.westin.com/bangkok,+66 22078000  (p) +66 26511080  (f),"259 Sukhumvit19, Sukhumvit Road Klongtoei-Nua, Wattana Bangkok 10110 Thailand"
The Westin Kuala Lumpur & The Westin Langkawi Resort & Spa,,"",Kuala Lumpur Kuala Lumpur Malaysia
"The Westin Resort Nusa Dua, Bali",http://www.westinnusaduabali.com/,+62 361771906  (p) +62 361771908  (f),"Kawasan Pariwisata Nusa Dua, BTDC Lot N-3 Nusa Dua, Bali 80363 Indonesia"
The Westin Siray Bay Resort & Spa Phuket,http://www.westinsiraybay.com,+66 76335600  (p) +66 76335699  (f),"The Westin Siray Bay Resort & Spa Phuket 21/4 Moo 1 T.Rasada, A.Muang, Phuket Thailand 83000 Phuket Thailand"
TheTripWorks.com,http://www.TheTripWorks.com,"",TTW Holdings Limited PO Box 40972 Dubai Dubai United Arab Emirates
Thrifty Car Rental,http://www.thrifty.com,"",11 Vine Street Hertz House Uxbridge UB8 1QE United Kingdom
TI Infotech Pvt Ltd,http://www.tiinfotech.com,+91 1203341800  (p) +91 1203341801  (f),"C-7, Sector-3, Second Floor Noida Delhi 201301 India"
Tiara Miramar Beach Hotel & Spa,http://www.tiara-hotels.com,+33 493750505  (p) +33 493750609  (f),47 AVENUE DE MIRAMAR Théoule-sur-Mer French Riviera 06590 France
Ticino Tourism,http://www.ticino.ch,+41 796190087  (p),Via Canonico Ghiringelli 7 PO Box 1441 Bellinzona Ticino 6500 Switzerland
"Ticket Bureau, S.L.",http://www.ticketbureau.com,+34 934882266  (p) +34 934882266  (f),"La Rambla, 54 Barcelona Catalonia 08002 Spain"
Tihama Travel and Tourism,http://www.tihamatours.com,+966 920002025  (p),"King Khalid Road, Assir Abha Saudi Arabia"
TIME Hotels,,+971 44161000  (p) +971 44161001  (f),"PO Box 282366 AL Fattan Plaza Ariport Road, Garhoud Dubai United Arab Emirates"
TimeOut,http://timeoutdubai.com,+971 44443684  (p) +971 44443030  (f),ITP Building #14 Dubai Media City Dubai 500024 United Arab Emirates
Tirana Egypt,http://www.tiranaaquapark-eg.com/,+20 2 27376080 /81/82  (p) +20 2 27376085  (f),"3 Abu El Feda Street, Zamalek, Cairo Cairo Egypt"
Tirta Spa Boracay,http://www.tirtaspa.com,+63 362886481  (p) +63 362886841  (f),"Sitio Malabunot, Manoc-Manoc, Boracay Island, Malay, Aklan 5608 Philippines"
Tirta Spa Boracay,http://www.tirtaspa.com/intro.htm,+63 362886841  (p) +63 362886481  (f),"Sitio Malabunot, Manoc-Manoc, Boracay Island Aklan 5608 Philippines"
Titanic Hotels,http://www.titanic.com.tr,+90 2423520202  (p) +90 2423520200  (f),"Lara Turizm Merkezi Kopak Çayı Mevkii, Lara Titanic Beach Lara Antalya Antalya 07230 Turkey"
Tivoli Hotels & Resorts,http://www.tivolihotels.com,+351 213932678  (p),Av. da Liberdade 185 Lisboa 1250-049 Portugal
Top Atlantico DMC,http://www.tadmc.com,+351 218646900  (p),"Av. Dom João II, 1.16.1 Lisboa 1990-083 Portugal"
TOP INTERNATIONAL Hotels & Corporate Partners,http://www.topinternational.com,+49 21155985508  (p) +49 21155985554  (f),Speditionstrasse 15 Duesseldorf D-40221 Germany
TopTravel Trip (Managed by Amwaj Travel LLC ),http://www.toptravel.com,+45 561010  (p) +971 43688778  (f),Business Damac Tower 18th floor 1804 dubai 252150 United Arab Emirates
TOTAL HOLIDAY OPTIONS PVT LTD,http://www.totalholidayoptions.in,+91 11 25308100  (p) +91 11 25308150  (f),"TOTAL HOLIDAY OPTIONS PVT LTD No 97, Ground Floor, Sai Enclave Dwarka Sector – 23 New Delhi Delhi 110077 India"
Tour Oman – Travel Point,http://www.touroman.om,+968 98080754  (p) +968 24760888  (f),"PO BOX 1694, Muttrah, PC 114 Muscat Muscat 114 Oman"
Tourico Holidays Inc,http://www.touricoholidays.com,+1 4076678700  (p) +1 4076678850  (f),220 East Central Parkway Suite 4000 Altamonte Springs Florida 32701 United States
Tourism Administration Guangzhou,http://www.visitgz.com/eng/channels/111.html,+86 2081078282  (p),13F No 140 Dongfengxilu China
Tourism Administration of Guangzhou Municipality,http://www.visitgz.com,+86 20-814078268  (p) +86 20-81078264  (f),"Room101,NO.330,Zhongshangqi Road, Guangzhou City China"
Tourism Authority of Thailand,http://www.tourismthailand-middleeast.org,+971 43250184  (p) +971 43250187  (f),"133 Sheikh Zayed Road Apartment 1804 Dusit Thani Dubai, PO Box 450019 Dubai United Arab Emirates"
Tourism Investment ,,+966 118808711  (p),"Abdullah Al Sahmi Street., Riyadh Riyadh 11586 Saudi Arabia"
TOURISM JOHOR,http://www.tourism.johor.my/facts-about-johor/,"",JALAN AYER MOLEK JOHOR BAHRU Malaysia
TOURISM MELAKA,http://www.melaka.gov.my/my,"",AYER KEROH MELAKA Malaysia
TOURISM PAHANG,http://www.pkbf.org.my ,+60 517 1623  (p) +60 517 1626  (f),KUANTAN PAHANG Malaysia
TOURISM PERAK,,"",IPOH PERAK Malaysia
TOURISM SELANGOR,,"",SHAH ALAM SELANGOR Malaysia
Tourist Agency Visit Georgia Ltd.,http://www.visitgeorgia.ge ,+995 322 92 13 88  (p),"Tbilisi, 4a Ingorokva street Tbilisi 0052 Georgia"
TOURLAND TRAVEL TOURS / SUTERA HARBOUR RESORT,http://www.tourland.com.my/traveldez/articles/aboutus.php?id=2,"",PETALING JAYA SELANGOR Malaysia
Tower Links Golf Club,,"",Ras Al Khaimah United Arab Emirates
Towers Rotana,https://www.rotana.com/rotanahotelandresorts/unitedarabemirates/dubai/towersrotana,+971 43438000  (p) +971 43435111  (f),Sheikh Zayed Road Dubai 30430 United Arab Emirates
Trabacus Technologies Private Limited,http://www.trabacus.com,+91 9900230440  (p),"298/1, Near 17th Cross, Sampige Main Road, Malleshwaram Bangalore Karnataka 560003 India"
"Traders Hotel, Kuala Lumpur",http://www.shangri-la.com  ,+60 2332 9830  (p),"Kuala Lumpur City Centre,50088 Kuala Lumpur Malaysia"
TRAIL BLAZER TOURS INDIA PRIVATE LIMITED,http://www.trailblazertours.com,+91 124 487 2773 / 9810619208  (p) +91 124 487 2727  (f),"5th Floor, Sewa Corporate Park Near IFFCO Chowk MG Road Gurgaon - India"
Traks fze,http://www.traks-me.com,+971 4 885 9980  (p) +971 4 885 9989  (f),PO BOX 74206 DIP 1 Al Serkal Properties W/house 10 Dubai Dubai United Arab Emirates
Trav Maldives,http://travmaldives.com/about/,+960 7775690  (p),"H.Sheereen Villa, 1 Male' Maldives"
Trav Talk,http://www.travtalkmiddleeast.com,"",Sharjah Sharjah United Arab Emirates
Travco Corporation Ltd.,http://www.travco.co.uk,+44 2078646180  (p) +44 2077392233  (f),Travco House 92-94 Paul Street London EC2A 4UX United Kingdom
Travco Travel,http://www.travcotravel.ae/company-profile.html,"",Dubai Dubai United Arab Emirates
TRAVEL 4 CARE,http://www.travel4care.eu,+30 2103311116  (p) +30 2103311117  (f),"3 MITROPOLEOS STR, SYNTAGMA SQR, 10557 ATHENS Athens Attica 10557 Greece"
TRAVEL 4 CARE,http://www.travel4care.eu,+30 2103311116  (p) +30 2103311117  (f),"3 MITROPOLEOS STR, SYNTAGMA SQR, 10557 ATHENS Athens Attica 10557 Greece"
Travel Butler Maldives Pvt ltd/Aamu Travel,http://aamutravel.com/en/,"","Lot 10111, Hulhumale Male' Maldives"
Travel Carma,http://www.travelcarma.com/,+91 7926872171  (p),"301, Balleshwar Avenue, Opp. Rajpath Club S.G. Road, Bodakdev Ahmedabad Gujarat 380 015 India"
Travel Choice Overseas L.T.D,,+20 26965000/ 26965066  (p) +20 26965199  (f),1229 El Sheikh Aly Gad El Hak Cairo Egypt
Travel Connection Maldives Pvt. Ltd,http://www.travelconnectionmaldives.com,+960 7774222  (p) +960 +9607774222  (f),"H.Melaium 2nd Floor, Boduthakurufaanu Magu, Male' 20006 Maldives"
Travel Connection Sport,http://www.travelconnectionleisure.com/,+44 2086758600  (p),7 Hillgate Place London SW12 9ER United Kingdom
Travel Daily Media,,+66 26308915  (p) +66 26308920  (f),1055/779 State Tower 34th Floor Bangrak Bangkok 10550 Thailand
Travel Designer W.L.L.,http://www.traveldesigner.qa,+974 44412300  (p) +974 44413001  (f),"Barwa Village, Building no 11 Office no 24, Doha Qatar"
Travel Destination Georgia,http://destination.ge/,+995 579601100  (p),"14 Ipani Street, Tbilisi Tbilisi Georgia"
Travel in Style PT. ,,"","Setiabudi 84, Postal Code 40141 Bandung Indonesia"
Travel Matrix,http://www.celebritycruisesme.com,+971 505534503  (p) +971 45530961  (f),"2603, HDS Tower, Cluster F Jumeirah Lake Towers Dubai United Arab Emirates"
TRAVEL OPTIONS / INCOMING USA,http://www.incomingUSA.com,+1 7033850800  (p) +1 7033857684  (f),3997 Troon Ct Fairfax Virginia 22033 United States
Travel Service West Indies,http://www.travelservice.com.do,+1 8095526220  (p),"Plaza Costa Bavaro, Local 102B, Carr.Barcelo, Bavaro Bavaro, Dominican Republic Dominican Republic"
TRAVEL SHOP TURKEY,http://www.travelshopturkey.com/,"",SIRINEVLER MAH.ADNAN KAHVECI BULVARI.KARANFIL IS MERKEZI.NO:184/6 BAHCELIEVLER/ISTANBUL ISTANBUL Turkey
Travel Weekly Asia,http://www.travelweekly-asia.com,+65 68010450  (p),91 Bencoolen Street #05-08 Singapore 189652 Singapore
TRAVEL WILD EAST AFRICA,http://www.travel-wild.com,+254 706746947  (p) +254 706746947  (f),"P.O. BOX 13654, 00800 P.O. BOX 13654 NAIROBI EAST AFRICA 00800 Kenya"
TravelCarma,http://www.travelcarma.com/,+91 7926872171  (p) +91 7926872171  (f),"301, Balleshwar Avenue Sarkhej Gandhinagar Highway Opposite Rajpath Club, Bodakdev Ahmedabad Gujarat 380015 India"
TravelClick Inc,http://www.travelclick.com,"",Dubai Media City Arjaan Rotana - Office Tower (Al Sufouh Tower) Podium Level 2 / Office #5 Dubai United Arab Emirates
Travelers Street Pvt. Ltd,http://www.travelersstreet.net,+960 3005555  (p) +960 3006666  (f),"H. Nishath, 00-01, Ameer Ahmed Magu Male' Maldives"
"Travelexperts, Inc.",http://www.travelexpertsinc.com,+63 28130439  (p) +63 28400582  (f),"Unit 103 G/F SEDCCO 1 Bldg., Rada cor. Legaspi Village, Legaspi St. Makati City 1229 Philippines"
Travellanda,http://www.travellanda.com,+44 2033845410  (p) +44 2086168766  (f),Orega Wandsworth One Hardwick’s Square Wandsworth London London SW18 4AW United Kingdom
Travelport,http://www.travelport.com,+971 43614800  (p) +971 43614801  (f),"Travelport AFMESA Headquaters Concord Tower, 14th Floor Office 1407 – 1414, Al Sufouh, Dubai Media City Dubai 502885 United Arab Emirates"
TravelShop Georgia,http://www.travelshop.travel,+995 322420420  (p) +995 322420420  (f),42a Abashidze Street Tbilisi Georgia 0179 Georgia
Traveltek Ltd,http://www.traveltek.net,+44 1355246111  (p) +44 1355243111  (f),2 Orbital Court Peel Park East Kilbride South Lanarkshire G74 5PH United Kingdom
Traveltino TTOO Logitravel  Group,http://www.logitravel.com,+34 34607938668  (p),"Crta. Valldemossa,, Km 7,4 - Parcbit Edificio Logitravel Palma de Mallorca 07121 Spain"
Travog,http://travog.com/,+91 +911246636999  (p),"720 JMD Megapolis, Tower B, Sohna Road, Sector-48 Sohna Road Gurgaon Haryana 122018 India"
"Travstore Travel Management CO., LTD. Thailand",http://www.travstore.com/,+66 867397307  (p),"160/383-384, 19th Floor, I.T.F. Tower, Suriyawong Silom Road, Bangruk, Bangkok, 105000, Thailand Bangkok Thailand"
TravTalk- India and Middle East,,"","JJJK Bhawan 18, Rouse Avenue Kotla Lane New Delhi 110002 India"
Travzilla Pro                      ,http://www.travzilla.com,"",GenX eSolution Pvt Ltd 407 (Block-A) Toyota Building Sheikh Zayed Road 1st Interchange. Dubai. UAE 75509 United Arab Emirates
TREASURES TRAVEL & TOURISM,http://www.treasurestt.com,+971 43615551  (p) +971 45546075  (f),"GF 1 Marina Diamond 2 Al Marsa Street, Dubai Marina Dubai Dubai 393466 United Arab Emirates"
TREKKUP FZE,http://www.meetup.com/trekkup,+971 504848238  (p),PO BOX 7073 Umm Al Quwain United Arab Emirates
Tres jolie Voyage,,+20 2024031433  (p) +20 2024031453  (f),9 Ismail Al Kabbani st Nasr City Cairo Egypt
Tria Uma Wisata PT. ,http://www.triaumatravel.com,+62 361 774973  (p) +62 361 774998  (f),"Puri Mumbul, Jalan Cempaka Putih 99, Jimbaran, Kuta Selatan, Denpasar, Bali Indonesia"
TRIBE HOTEL,http://www.tribe-hotel.com,+254 732186000  (p) +254 2072002222  (f),"P.O. BOX 300-00621 TRIBE HOTEL, OFF LIMURU ROAD, VILLAGE MARKET NAIROBI EAST AFRICA 00621 Kenya"
Trip for Wellness,http://www.tripforwellness.com,+351 935580755  (p),"Rua da Prata, 80 1100-420 Lisbon Portugal"
TRIPMAKERS ASIA TRAVEL & TOURS,http://www.tripmakers.com,+60 60322762212  (p),unit 2-3 hotel sentral building jln thamy pillai brickfields 50470 Malaysia
Trivik Chikmagalur,http://www.aphotels.in/chikmagalur/,"",Chikmagalur Karnataka India
TRIWAYS TRAVEL NETWORK,http://triways.com.my/index.php,+60 377291044  (p) +60 377284476  (f),"No 6-5, Jalan Tun Mohd Fuad 3, Sinaran TTDI Taman Tun Dr Ismail, KUALA LUMPUR 60000 Malaysia"
TROPICAL CHARTERS,https://tropicalcharters.com.my/,+60 49553407  (p) +60 49554407  (f),PANTAI TENGAH LANGKAWI Malaysia
Tropitel Hotels & Resorts ,http://www.tropitelhotels.com/,+20 24173744  (p) +20 26900348  (f),88 El-Thawra St. Heliopolis Cairo Egypt
Trump Hotels,http://trumphotels.com,+971 558648577  (p) +971 558648577  (f),Dubai Internet City Building 14 / Office 212 Dubai United Arab Emirates
Tsaghkadzor Marriott Hotel,http://TsaghkadzorMarriott.com,+374 10294141  (p),"Tandzaghbyur St,2,4/1 Tsaghkadzor 2310 Armenia"
Tsogo Sun,http://www.tsogosun.com,+27 11 510 7500  (p),"Palazzo Towers East, Montecasino Boulevard Fourways, Joannesburg 2055 South Africa"
TTG Asia ,http://www.ttgasia.com,+65 22377252  (p) +65 28060646  (f),1 Science Park Road #04-07 The Capricorn Singapore Science Park II Singapore 117528 Singapore
TTG MENA ,http://www.ttgmena.com/,+357 24803000  (p) +357 24803060  (f),"Nietzsche Street Ria Court 9, 1st Floor Larnaca 6028 Cyprus"
TTN Travel & Tourism News,http://www.ttnworldwide.com,+971 44200483  (p) +971 44200176  (f),PO Box 6387 Dubai United Arab Emirates
TTS - Travel Technology & Solutions,http://www.tts.com,+351 211930211  (p),"Av. José Gomes Ferreira, 9 - SL41 Oeiras, Miraflores 1495-139 Lisbon Portugal"
Tucaya,http://tucaya.com/tucaya/en/,+507 2646137  (p) +507 2643290  (f),"Avenida Ramón Arias, Panamá, Panama Ave. Balboa y Ave. Aquilino de la Guardi Panama 0000 Panama"
Tufenkian Hospitality,http://www.tufenkian.am,+374 10 520 911  (p) +374 10 520 912  (f),48 Hanrapetutyun Street Yerevan Yerevan 0010 Armenia
TUI China,http://www.tui.cn/en/,+86 1085198999  (p) +86 1065171033  (f),"Bright China Chang An Building, Tower 2, Unit 1819, 7 Jianguomen Nei Avenue Beijing 100005 China"
TUR STAR TRAVEL,http://www.turstartravel.com.tr,"",ERGENEKON MAH.CUMHURIYET CAD.POLAT APT.NO:177/2 SISLI/ISTANBUL ISTANBUL Turkey
TUR STAR TRAVEL,,"",ISTANBUL ISTANBUL Turkey
Turim Hotels,http://www.turimhoteis.com,+351 210330812  (p),"R. Sao Sebastiao da Pedreira, 19 Lisboa 1050-206 Portugal"
Turista Internacional Panama - Incoming Tour Operator & DMC,http://www.turistaintl.com,+507 2228200  (p) +507 2228290  (f),"Avenida 12 de Octubre y Vía España, Centro Comercial Villas Andalucía, Planta Baja. Panama Select a US State 0834-00043 Panama"
Turizm.Az,http://turizm.az/,+994 125961196  (p) +994 125961196  (f),22 H Nakchivani str Baku Azerbaijan
TURKEY HERITAGE ,,+90 2324215195/96  (p) +90 2324219597  (f),Cumhuriyet Bulvarı 1378 sokak no:4/1 Kordon işhanı d:8 Alsancak /IMIR İZMİR Turkey
Turkish Airlines,http://www.turkishairlines.com,+971 (0)4 444 0 999  (p),"Turkish Airlines Inc., Emaar Square Building 6, Unit B, Burj Khalifa, Dubai Dubai United Arab Emirates"
Turkish Culture & Information Office,http://www.tourismturkey.ae/en,+971 43318662  (p) +971 43318663  (f),"Dubai World Trade Center, 8th Floor P.O.Box:9221 Dubai United Arab Emirates"
Turkish Culture & Information Office,http://www.turkishtourism.ae,+971 43318662  (p) +971 43318663  (f),"c/o Turkish Consulate in Dubai World Trade Center, 8th Floor Dubai PO Box 92 United Arab Emirates"
TUROB (Hotel Association of Turkey),http://english.turob.com/,+90 +90 212 296 08 80  (p) +90 +90 212 343 84 36  (f),CUMHURIYET CAD.PAK APT.NO:30/12 HARBIYE/SISLI/ISTANBUL ISTANBUL Turkey
TUROB (Hotel Association of Turkey),http://www.turob.org.tr,"","SISLI, ISTANBUL ISTANBUL Turkey"
